district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,house_age
Kandy,Peradeniya,2,1,1,56,0,True,True,Pipe-borne,Single phase,2,1994,6029899,32
Anuradhapura,Madawachchiya,15,4,4,206,2,False,True,Well,Three phase,2,2019,25710892,7
Kandy,Peradeniya,24,6,5,230,3,False,True,Pipe-borne,Three phase,2,1993,45051481,33
Badulla,Bandarawela,11,2,1,100,2,True,False,Well,Three phase,1,2006,13099937,20
Kegalle,Kegalle Central,6,5,5,51,2,True,True,Well,Three phase,1,1992,7231345,34
Kalutara,Kalutara North,42,7,5,250,1,True,False,Pipe-borne,Single phase,3,2015,61370017,11
Jaffna,Chunnakam,17,7,5,190,1,False,True,Pipe-borne,Three phase,1,2007,24595418,19
Monaragala,Monaragala Central,4,3,2,61,0,True,True,Pipe-borne,Three phase,2,1988,4835557,38
Anuradhapura,Nuwaragam Palatha,29,6,5,225,1,False,False,Pipe-borne,Three phase,3,2014,28254605,12
Mannar,Mannar Central,5,2,2,51,1,True,False,Pipe-borne,Single phase,1,2006,4020941,20
Colombo,Narahenpita,6,4,3,39,1,False,False,Well,Three phase,2,2007,15348177,19
Colombo,Dehiwala,22,7,5,250,3,True,True,Both,Single phase,2,1995,93722543,31
Mullaitivu,Mullaitivu Central,5,1,1,38,2,False,False,Pipe-borne,Single phase,2,1987,3848102,39
Ratnapura,Kuruwita,4,1,1,49,1,False,True,Pipe-borne,Three phase,1,1991,4279831,35
Monaragala,Monaragala Central,38,6,5,250,2,False,True,Pipe-borne,Single phase,2,2000,38863809,26
Trincomalee,China Bay,13,5,4,157,2,True,False,Pipe-borne,Single phase,2,2004,16285864,22
Matale,Matale Central,5,1,1,35,2,True,True,Well,Three phase,1,2011,6657341,15
Anuradhapura,Nuwaragam Palatha,23,5,4,250,3,True,False,Both,Single phase,2,2002,32117403,24
Vavuniya,Vavuniya Central,10,5,4,130,0,True,True,Both,Single phase,2,2001,12583464,25
Kilinochchi,Kilinochchi Central,6,3,2,68,2,True,False,Pipe-borne,Single phase,1,2023,7933049,3
Puttalam,Puttalam Central,14,7,5,204,1,False,True,Well,Three phase,2,2013,19749924,13
Colombo,Dehiwala,18,3,3,150,2,True,True,Both,Single phase,2,2005,50527115,21
Badulla,Badulla Town,8,3,2,46,2,False,True,Well,Single phase,2,1985,10421629,41
Matale,Matale Central,3,1,1,35,0,False,True,Well,Three phase,2,1989,3845200,37
Jaffna,Jaffna Town,14,4,3,106,2,False,True,Both,Three phase,1,1987,13927458,39
Galle,Karapitiya,21,5,4,239,2,False,False,Well,Three phase,2,1996,33481036,30
Matara,Matara Town,7,3,2,58,2,False,True,Well,Single phase,2,2024,8428523,2
Galle,Unawatuna,2,2,2,50,0,False,True,Pipe-borne,Three phase,2,2018,5507570,8
Gampaha,Ragama,10,4,3,135,0,True,False,Pipe-borne,Three phase,1,1992,17203804,34
Ratnapura,Kuruwita,16,5,4,159,1,True,False,Both,Three phase,1,2006,16161003,20
Hambantota,Tangalle,4,1,1,35,1,True,False,Well,Single phase,1,2021,3974750,5
Mullaitivu,Mullaitivu Central,2,2,2,35,1,True,True,Both,Single phase,2,1999,2940631,27
Galle,Galle Fort,21,5,5,121,2,True,True,Pipe-borne,Single phase,2,2020,28533628,6
Kandy,Tennekumbura,2,2,1,35,0,False,True,Well,Three phase,1,2011,4409209,15
Badulla,Bandarawela,2,3,2,53,0,True,False,Pipe-borne,Three phase,2,1993,2944231,33
Matara,Weligama,18,7,5,200,3,True,True,Pipe-borne,Single phase,2,2021,28332123,5
Jaffna,Chunnakam,15,5,4,76,1,True,True,Both,Three phase,1,1986,14431427,40
Gampaha,Gampaha Town,2,1,1,35,0,True,False,Both,Three phase,2,2014,5445646,12
Ampara,Ampara Central,9,4,3,89,1,True,True,Well,Three phase,1,2015,10617525,11
Kandy,Gatambe,7,2,2,74,0,True,True,Both,Single phase,2,1998,13715842,28
Mannar,Mannar Central,17,5,4,147,1,True,False,Pipe-borne,Single phase,1,2021,12299447,5
Kilinochchi,Kilinochchi Central,2,2,2,35,0,False,False,Well,Single phase,2,2015,3321984,11
Colombo,Bambalapitiya,2,3,3,38,1,True,False,Pipe-borne,Three phase,2,1992,9028074,34
Polonnaruwa,Polonnaruwa Central,2,1,1,38,2,False,False,Pipe-borne,Single phase,1,2016,4239838,10
Badulla,Hali Ela,26,5,5,250,2,True,True,Well,Single phase,2,1993,36272601,33
Matara,Nupe,3,2,1,35,2,True,True,Both,Single phase,1,1989,5247631,37
Monaragala,Monaragala Central,21,7,5,245,2,False,True,Well,Single phase,3,2009,30061142,17
Colombo,Wellawatte,19,7,5,228,1,False,False,Pipe-borne,Three phase,3,1995,62076173,31
Kurunegala,Kurunegala Town,16,4,3,162,3,True,False,Well,Single phase,2,1992,19318835,34
Anuradhapura,New Town,4,2,1,52,1,True,True,Pipe-borne,Single phase,1,1992,4240433,34
Kurunegala,Pannala,21,5,4,156,2,False,True,Well,Single phase,1,1989,19330988,37
Ampara,Ampara Central,2,1,1,49,0,True,True,Pipe-borne,Three phase,2,2001,3303613,25
Colombo,Dehiwala,9,3,3,92,2,True,False,Both,Single phase,1,2004,19822712,22
Ampara,Ampara Central,7,1,1,50,0,True,True,Well,Single phase,1,2021,7178717,5
Kurunegala,Pannala,2,2,1,35,3,True,False,Both,Three phase,2,1996,4125956,30
Kegalle,Kegalle Central,22,5,4,250,2,False,True,Pipe-borne,Single phase,2,2000,35429572,26
Puttalam,Puttalam Central,7,3,2,35,0,True,True,Both,Three phase,1,2001,6752697,25
Kalutara,Wadduwa,10,3,2,132,0,True,False,Both,Three phase,1,2018,20137138,8
Batticaloa,Eravur,5,1,1,42,0,True,False,Both,Three phase,2,2020,7330738,6
Badulla,Badulla Town,3,2,2,49,1,False,False,Both,Three phase,1,2012,3683566,14
Kalutara,Beruwala,12,4,4,129,2,False,True,Pipe-borne,Single phase,2,1986,18505429,40
Mannar,Mannar Central,2,1,1,61,2,True,False,Both,Three phase,1,2012,4464928,14
Kegalle,Kegalle Central,9,3,2,148,0,True,False,Both,Three phase,1,2014,12265164,12
Puttalam,Puttalam Central,14,4,4,98,1,True,True,Pipe-borne,Three phase,2,2016,12764727,10
Mullaitivu,Mullaitivu Central,2,1,1,35,1,True,True,Pipe-borne,Single phase,1,1989,3144411,37
Kandy,Gatambe,20,5,4,141,1,False,True,Well,Three phase,2,2019,35925283,7
Kegalle,Kegalle Central,8,4,4,47,1,True,False,Both,Three phase,2,2005,7574593,21
Badulla,Badulla Town,12,7,5,168,0,False,False,Both,Three phase,1,1999,17025532,27
Galle,Hikkaduwa,35,6,5,250,1,False,True,Well,Single phase,3,1992,53393749,34
Kandy,Peradeniya,5,1,1,38,0,False,True,Pipe-borne,Three phase,2,2008,8945134,18
Kalutara,Kalutara North,5,3,2,62,2,True,False,Both,Three phase,1,2025,11684131,1
Jaffna,Nallur,3,2,2,41,0,False,True,Pipe-borne,Three phase,2,1996,4687055,30
Colombo,Wellawatte,4,1,1,35,1,False,False,Well,Single phase,1,2011,12664828,15
Galle,Galle Fort,52,7,5,250,2,True,True,Well,Single phase,3,2025,92103764,1
Kegalle,Kegalle Central,24,5,5,250,2,False,False,Pipe-borne,Single phase,2,1992,24492510,34
Mannar,Mannar Central,12,4,3,131,1,False,False,Well,Three phase,1,2001,12810052,25
Ampara,Ampara Central,34,5,4,250,1,True,False,Both,Single phase,2,2007,38132475,19
Kandy,Tennekumbura,10,5,5,121,0,False,False,Both,Three phase,2,2003,18506677,23
Monaragala,Monaragala Central,43,5,4,250,3,True,True,Pipe-borne,Single phase,2,2017,46706240,9
Badulla,Bandarawela,5,3,2,51,0,True,False,Pipe-borne,Single phase,2,2007,7173643,19
Vavuniya,Vavuniya Central,13,5,4,134,1,True,True,Both,Three phase,1,1994,11658469,32
Hambantota,Tangalle,24,6,5,238,1,False,True,Pipe-borne,Single phase,3,1999,28102043,27
Ratnapura,Pelmadulla,32,6,5,250,2,False,False,Both,Single phase,2,2023,44983330,3
Trincomalee,Nilaveli,10,3,3,128,1,True,True,Pipe-borne,Three phase,2,2012,14437386,14
Badulla,Bandarawela,12,4,3,103,0,True,False,Both,Single phase,1,2003,13341432,23
Kilinochchi,Kilinochchi Central,9,5,4,75,0,True,False,Both,Three phase,1,2006,8904437,20
Matara,Nupe,5,2,1,74,1,True,False,Well,Single phase,2,2000,6898979,26
Batticaloa,Batticaloa Town,6,2,2,61,3,True,False,Well,Single phase,1,2023,7422523,3
Gampaha,Kadawatha,10,6,5,67,1,True,False,Well,Three phase,1,2016,15385844,10
Matara,Weligama,6,2,2,62,0,True,False,Pipe-borne,Three phase,1,1998,7199672,28
Matara,Akurugoda,51,7,5,250,1,False,False,Well,Three phase,3,2008,50515590,18
Kalutara,Panadura,3,1,1,35,0,True,True,Pipe-borne,Three phase,2,2003,5486333,23
Kilinochchi,Kilinochchi Central,6,2,1,94,0,True,True,Well,Single phase,1,2024,8709925,2
Mullaitivu,Mullaitivu Central,14,5,5,135,1,True,False,Well,Three phase,1,1990,10943162,36
Trincomalee,China Bay,8,3,3,80,2,True,True,Pipe-borne,Three phase,1,1987,10718631,39
Kilinochchi,Kilinochchi Central,5,2,1,76,0,False,False,Both,Three phase,2,2009,4504440,17
Kurunegala,Melsiripura,7,2,1,123,1,True,False,Well,Three phase,1,2021,11931944,5
Batticaloa,Batticaloa Town,12,4,3,108,1,False,True,Both,Single phase,1,1989,14457594,37
Trincomalee,Nilaveli,9,3,3,130,3,False,True,Both,Three phase,2,2025,14472394,1
Jaffna,Nallur,4,2,1,37,1,True,True,Both,Three phase,2,2007,5741247,19
Trincomalee,China Bay,2,1,1,35,1,True,False,Both,Single phase,1,2021,4284270,5
Batticaloa,Batticaloa Town,13,4,3,102,1,True,True,Pipe-borne,Three phase,1,2001,14730816,25
Kandy,Kandy City,4,3,2,55,0,False,False,Both,Single phase,1,2020,9976853,6
Polonnaruwa,Polonnaruwa Central,15,5,5,164,1,False,False,Both,Three phase,2,1985,16118486,41
Colombo,Nugegoda,4,3,3,35,0,False,False,Pipe-borne,Three phase,2,2006,12922636,20
Matale,Matale Central,8,2,2,61,1,False,True,Pipe-borne,Single phase,2,1998,9167482,28
Batticaloa,Eravur,19,6,5,185,2,True,False,Well,Three phase,2,2012,22447243,14
Polonnaruwa,Polonnaruwa Central,5,4,3,50,0,True,False,Both,Three phase,2,1997,4974994,29
Kurunegala,Pannala,17,7,5,217,2,True,False,Pipe-borne,Single phase,2,1999,20684892,27
Monaragala,Monaragala Central,10,4,3,133,0,True,False,Both,Three phase,1,2012,10621246,14
Kegalle,Kegalle Central,27,7,5,250,1,False,False,Well,Three phase,3,1985,33458882,41
Gampaha,Negombo,38,7,5,250,3,False,False,Both,Three phase,2,2024,75229821,2
Vavuniya,Vavuniya Central,23,4,3,191,2,False,True,Pipe-borne,Single phase,2,2025,28901435,1
Kilinochchi,Kilinochchi Central,15,5,4,163,2,False,False,Well,Single phase,2,2014,15018114,12
Hambantota,Ambalantota,12,3,2,88,0,True,False,Both,Single phase,2,2022,10877157,4
Kilinochchi,Kilinochchi Central,19,7,5,250,1,False,True,Well,Single phase,2,2013,20807158,13
Anuradhapura,New Town,16,4,3,102,2,False,True,Pipe-borne,Three phase,2,1995,17200825,31
Ampara,Ampara Central,17,5,4,165,1,True,False,Pipe-borne,Single phase,1,2021,16649035,5
Mannar,Mannar Central,3,3,2,53,1,False,False,Both,Three phase,1,2009,2731487,17
Puttalam,Puttalam Central,8,3,3,78,2,False,True,Both,Three phase,1,1987,6736740,39
Kalutara,Kalutara North,15,4,3,180,2,True,False,Both,Single phase,3,2008,30341665,18
Nuwara Eliya,Nuwara Eliya Central,4,2,1,63,2,True,True,Both,Three phase,2,2001,8993295,25
Galle,Hikkaduwa,12,4,3,86,0,False,True,Well,Three phase,1,1993,15174060,33
Mannar,Mannar Central,6,2,1,80,0,False,False,Well,Single phase,2,2019,5748806,7
Kilinochchi,Kilinochchi Central,5,3,3,58,0,True,True,Well,Single phase,1,1988,2808061,38
Batticaloa,Batticaloa Town,9,5,5,74,0,False,False,Both,Three phase,1,1988,8324998,38
Badulla,Badulla Town,7,2,1,74,3,True,True,Well,Single phase,1,1998,8831460,28
Mannar,Mannar Central,24,4,3,212,2,True,False,Pipe-borne,Single phase,2,2010,23745934,16
Puttalam,Puttalam Central,9,4,3,52,2,True,False,Both,Single phase,1,2001,9783939,25
Monaragala,Monaragala Central,18,5,4,146,3,True,False,Both,Three phase,1,1994,13815642,32
Matara,Akurugoda,8,3,2,68,0,False,True,Pipe-borne,Single phase,1,2019,9305517,7
Kilinochchi,Kilinochchi Central,2,2,1,43,2,True,True,Well,Three phase,1,2009,3444329,17
Polonnaruwa,Polonnaruwa Central,12,5,4,109,1,False,True,Well,Single phase,1,2021,12526214,5
Colombo,Borella,8,3,2,97,3,True,True,Both,Three phase,1,2003,24521516,23
Puttalam,Puttalam Central,30,6,5,250,2,False,True,Both,Single phase,2,2005,35245259,21
Kilinochchi,Kilinochchi Central,22,6,5,163,1,False,False,Pipe-borne,Single phase,3,1993,15113288,33
Mullaitivu,Mullaitivu Central,9,1,1,120,1,False,False,Both,Single phase,1,1998,9035552,28
Kilinochchi,Kilinochchi Central,35,6,5,250,3,False,True,Both,Three phase,2,2023,38464241,3
Galle,Galle Fort,2,2,1,35,0,False,False,Pipe-borne,Three phase,1,2018,3581464,8
Monaragala,Monaragala Central,27,7,5,250,1,True,False,Well,Three phase,2,2007,29583858,19
Trincomalee,Nilaveli,34,7,5,250,1,False,True,Pipe-borne,Single phase,3,1991,39885155,35
Hambantota,Hambantota Town,16,6,5,177,1,False,False,Both,Three phase,3,2022,24870531,4
Puttalam,Puttalam Central,2,2,1,50,3,False,True,Well,Single phase,1,2015,3469997,11
Badulla,Hali Ela,2,2,1,35,0,True,False,Both,Single phase,1,1988,2801024,38
Polonnaruwa,Polonnaruwa Central,5,1,1,48,1,True,True,Both,Single phase,1,2006,4887717,20
Puttalam,Puttalam Central,7,5,4,47,1,False,False,Both,Single phase,1,2017,9254528,9
Hambantota,Hambantota Town,3,2,2,38,1,False,False,Pipe-borne,Three phase,2,1993,3911378,33
Anuradhapura,New Town,3,2,2,35,0,False,False,Well,Single phase,2,2010,3965442,16
Mullaitivu,Mullaitivu Central,15,6,5,233,2,True,True,Well,Three phase,2,2011,20369840,15
Mullaitivu,Mullaitivu Central,15,5,4,112,1,True,True,Well,Three phase,1,2021,13968275,5
Kalutara,Panadura,2,2,1,40,1,False,False,Well,Three phase,1,2000,3805402,26
Badulla,Hali Ela,5,2,2,55,0,True,False,Both,Three phase,1,1990,5571170,36
Mullaitivu,Mullaitivu Central,30,5,5,250,2,False,False,Both,Three phase,2,2003,22786502,23
Matale,Matale Central,5,2,2,35,0,True,True,Pipe-borne,Three phase,2,1989,4917470,37
Mannar,Mannar Central,2,1,1,36,0,False,False,Both,Single phase,1,1991,2776314,35
Anuradhapura,New Town,8,3,2,118,1,False,False,Both,Three phase,1,2004,9286387,22
Badulla,Badulla Town,4,2,2,80,1,True,True,Both,Single phase,2,1989,5426237,37
Kegalle,Kegalle Central,13,4,3,161,1,False,False,Well,Single phase,2,1996,18145525,30
Polonnaruwa,Polonnaruwa Central,14,6,5,193,1,True,False,Pipe-borne,Single phase,2,1998,18446354,28
Batticaloa,Eravur,3,3,2,35,1,True,False,Both,Single phase,2,2020,3569093,6
Jaffna,Kokuvil,28,6,5,175,1,False,True,Well,Single phase,3,1996,37840043,30
Galle,Unawatuna,7,2,1,115,2,False,True,Well,Single phase,2,1992,12056112,34
Nuwara Eliya,Nuwara Eliya Central,6,3,2,40,0,False,False,Well,Single phase,1,2012,8177985,14
Jaffna,Chunnakam,2,1,1,35,1,True,False,Well,Single phase,2,1996,4288417,30
Mannar,Mannar Central,14,5,4,114,1,False,False,Pipe-borne,Three phase,1,2020,13131512,6
Nuwara Eliya,Nuwara Eliya Central,6,1,1,47,1,True,True,Both,Single phase,1,1998,11910445,28
Kalutara,Beruwala,5,1,1,38,2,True,False,Well,Three phase,1,1994,8094215,32
Galle,Karapitiya,26,6,5,250,1,False,False,Well,Single phase,2,1986,42055152,40
Kurunegala,Pannala,24,5,4,205,3,True,False,Pipe-borne,Three phase,3,2025,28106992,1
Polonnaruwa,Polonnaruwa Central,10,4,3,115,2,False,True,Pipe-borne,Three phase,1,2006,10718220,20
Jaffna,Kokuvil,12,6,5,143,1,True,True,Pipe-borne,Three phase,2,2015,20692785,11
Vavuniya,Vavuniya Central,2,1,1,38,0,True,True,Both,Three phase,1,1991,2413827,35
Kegalle,Kegalle Central,9,4,4,74,0,False,False,Well,Single phase,2,2015,8202268,11
Trincomalee,China Bay,10,5,5,119,1,False,True,Pipe-borne,Single phase,1,2010,14466885,16
Mullaitivu,Mullaitivu Central,9,2,2,78,0,False,False,Both,Single phase,1,1985,6010209,41
Puttalam,Puttalam Central,13,4,3,156,1,True,False,Both,Single phase,1,2009,14233956,17
Hambantota,Ambalantota,3,1,1,44,0,True,True,Pipe-borne,Three phase,2,2000,3941680,26
Jaffna,Chunnakam,19,6,5,243,2,True,True,Pipe-borne,Three phase,2,1986,28012948,40
Badulla,Bandarawela,3,1,1,50,0,True,False,Pipe-borne,Single phase,2,1995,3126568,31
Badulla,Badulla Town,7,1,1,85,1,True,False,Both,Single phase,2,1986,10393124,40
Ratnapura,Kuruwita,24,7,5,235,1,False,True,Well,Single phase,2,2007,32866719,19
Mullaitivu,Mullaitivu Central,10,4,3,131,0,True,False,Well,Three phase,2,2011,10204460,15
Matara,Akurugoda,18,6,5,150,3,True,False,Pipe-borne,Three phase,2,2019,22290020,7
Kegalle,Kegalle Central,5,3,2,74,0,True,False,Pipe-borne,Single phase,2,2006,5026288,20
Jaffna,Chunnakam,8,5,5,69,1,False,True,Pipe-borne,Three phase,1,2002,9608481,24
Polonnaruwa,Polonnaruwa Central,11,5,5,143,2,False,False,Well,Three phase,2,2024,17613659,2
Mannar,Mannar Central,19,7,5,195,2,True,True,Well,Three phase,3,2000,21373465,26
Batticaloa,Eravur,9,2,1,83,0,False,False,Well,Three phase,1,2009,7990453,17
Colombo,Dehiwala,12,5,5,130,3,True,True,Both,Three phase,1,2001,41076179,25
Ratnapura,Pelmadulla,4,2,1,43,1,True,False,Both,Three phase,1,1987,5919830,39
Trincomalee,Uppuveli,8,3,3,68,1,False,False,Both,Three phase,2,2017,10644224,9
Colombo,Narahenpita,11,3,3,108,2,False,True,Pipe-borne,Single phase,2,2001,28598476,25
Batticaloa,Eravur,15,5,4,114,1,True,True,Well,Three phase,1,2005,17349507,21
Hambantota,Ambalantota,12,4,3,70,0,False,False,Well,Single phase,1,2009,10278404,17
Ratnapura,Pelmadulla,10,4,3,114,0,False,False,Pipe-borne,Single phase,2,2019,13874159,7
Badulla,Badulla Town,17,7,5,131,1,True,False,Well,Three phase,2,2021,18944851,5
Ratnapura,Pelmadulla,23,6,5,176,2,True,False,Pipe-borne,Single phase,1,1986,17811090,40
Anuradhapura,New Town,7,2,2,45,0,False,False,Pipe-borne,Three phase,2,1993,6556560,33
Batticaloa,Batticaloa Town,7,2,2,76,0,False,False,Pipe-borne,Single phase,2,1994,6776271,32
Trincomalee,Uppuveli,12,6,5,94,0,True,True,Well,Three phase,1,1985,11132090,41
Nuwara Eliya,Nuwara Eliya Central,16,5,4,190,1,False,True,Well,Three phase,2,1996,30729945,30
Puttalam,Puttalam Central,10,3,2,140,1,False,True,Both,Single phase,1,2000,12967619,26
Hambantota,Hambantota Town,23,6,5,194,1,True,False,Pipe-borne,Single phase,3,1987,20743831,39
Matale,Matale Central,12,6,5,156,0,False,False,Both,Three phase,1,2000,16136054,26
Anuradhapura,Madawachchiya,9,4,3,76,1,False,False,Both,Three phase,2,2021,10328458,5
Ratnapura,Ratnapura Town,15,7,5,167,2,True,True,Both,Three phase,1,2000,20430757,26
Polonnaruwa,Polonnaruwa Central,7,4,4,54,1,False,False,Pipe-borne,Three phase,2,2024,8174948,2
Colombo,Kollupitiya,9,3,2,73,0,False,True,Pipe-borne,Three phase,1,2014,25117987,12
Anuradhapura,Madawachchiya,21,6,5,232,2,False,False,Both,Single phase,2,1998,20745248,28
Anuradhapura,New Town,7,1,1,66,2,False,False,Both,Single phase,1,2000,7314384,26
Trincomalee,China Bay,2,1,1,35,1,True,True,Both,Single phase,1,2001,4603878,25
Hambantota,Hambantota Town,4,4,4,43,1,True,False,Both,Three phase,2,2010,3386102,16
Ratnapura,Kuruwita,17,7,5,104,3,True,False,Both,Single phase,2,1995,16798778,31
Kurunegala,Melsiripura,3,1,1,35,2,False,True,Well,Three phase,2,2021,5296020,5
Galle,Galle Fort,10,4,4,102,1,False,True,Both,Single phase,2,2006,15114231,20
Colombo,Kollupitiya,3,2,1,58,1,True,False,Well,Three phase,1,2020,9343529,6
Matale,Matale Central,6,1,1,68,2,False,True,Both,Single phase,2,2021,10670294,5
Ampara,Ampara Central,5,1,1,72,3,True,False,Both,Three phase,1,2024,7710419,2
Vavuniya,Vavuniya Central,22,5,4,183,1,True,True,Pipe-borne,Single phase,2,2009,22142310,17
Monaragala,Monaragala Central,30,7,5,250,1,False,False,Both,Three phase,2,1992,28345880,34
Mannar,Mannar Central,7,2,2,71,1,True,False,Well,Single phase,2,1996,5309821,30
Jaffna,Kokuvil,42,5,4,250,1,False,True,Well,Three phase,2,1996,47018951,30
Kilinochchi,Kilinochchi Central,17,6,5,220,3,True,True,Both,Single phase,3,1990,17871965,36
Ampara,Ampara Central,7,3,3,104,0,False,True,Both,Three phase,1,1999,6906321,27
Gampaha,Kadawatha,33,6,5,250,1,False,False,Well,Single phase,3,1995,42555762,31
Kandy,Peradeniya,6,2,1,63,3,True,True,Pipe-borne,Single phase,1,2015,16989978,11
Mannar,Mannar Central,20,7,5,163,3,False,True,Pipe-borne,Three phase,2,2000,16048546,26
Matale,Matale Central,3,2,2,38,1,False,True,Both,Single phase,2,1995,4497826,31
Colombo,Nugegoda,4,2,2,61,1,False,False,Both,Three phase,1,2022,13503784,4
Nuwara Eliya,Nuwara Eliya Central,13,7,5,159,3,False,True,Well,Single phase,1,2023,32400914,3
Gampaha,Ja-Ela,2,3,2,38,1,False,True,Well,Single phase,1,2024,6415367,2
Puttalam,Puttalam Central,5,3,2,71,0,True,False,Both,Three phase,1,2013,6391792,13
Colombo,Wellawatte,6,2,1,38,0,False,False,Pipe-borne,Single phase,2,2011,16348130,15
Monaragala,Monaragala Central,9,3,3,112,1,False,True,Well,Single phase,2,2006,11759700,20
Trincomalee,China Bay,20,6,5,199,2,True,False,Both,Three phase,2,2017,24281877,9
Kilinochchi,Kilinochchi Central,23,7,5,250,2,True,True,Well,Single phase,2,2001,23160002,25
Badulla,Badulla Town,2,1,1,35,0,False,True,Both,Single phase,1,2000,3388294,26
Ratnapura,Kuruwita,9,3,3,66,0,True,False,Pipe-borne,Three phase,2,2008,10971751,18
Trincomalee,China Bay,10,4,4,86,1,True,True,Pipe-borne,Single phase,1,1985,14225607,41
Monaragala,Monaragala Central,2,3,3,53,0,True,True,Both,Single phase,2,2003,2303806,23
Monaragala,Monaragala Central,4,2,1,50,0,True,True,Pipe-borne,Single phase,2,2005,4339693,21
Mullaitivu,Mullaitivu Central,14,6,5,174,1,True,False,Both,Single phase,2,2008,13133960,18
Kurunegala,Melsiripura,32,5,4,250,1,False,False,Pipe-borne,Three phase,2,1986,38134834,40
Kurunegala,Melsiripura,5,2,2,50,1,True,False,Both,Three phase,1,2019,6368296,7
Kilinochchi,Kilinochchi Central,14,6,5,112,1,True,False,Well,Three phase,1,1985,8013290,41
Kilinochchi,Kilinochchi Central,12,5,4,141,2,False,True,Pipe-borne,Three phase,1,2021,12602980,5
Nuwara Eliya,Nuwara Eliya Central,9,5,5,38,0,True,True,Pipe-borne,Three phase,2,2011,18967862,15
Mullaitivu,Mullaitivu Central,22,7,5,250,2,True,True,Well,Three phase,2,2023,26016231,3
Kandy,Kandy City,25,5,4,250,1,True,True,Both,Single phase,2,2005,50660311,21
Gampaha,Ja-Ela,12,5,5,104,1,True,True,Well,Three phase,1,2023,23362255,3
